Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2016','Louisiana','Liver and Intrahepatic Bile Duct','10.7','9.9','11.6','617','4678215'
'2016','Illinois','Liver and Intrahepatic Bile Duct','7.8','7.4','8.3','1239','12826895'
'2016','Idaho','Liver and Intrahepatic Bile Duct','7.8','6.6','9.2','156','1682930'
'2016','Hawaii','Liver and Intrahepatic Bile Duct','10.8','9.4','12.5','207','1428105'
'2016','Georgia','Liver and Intrahepatic Bile Duct','8.7','8.1','9.2','1031','10304763'
'2016','District of Columbia','Liver and Intrahepatic Bile Duct','11.6','9.2','14.5','82','686575'
'2016','Florida','Liver and Intrahepatic Bile Duct','7.8','7.5','8.1','2354','20629982'
'2016','Delaware','Liver and Intrahepatic Bile Duct','9.6','7.9','11.5','127','949216'
'2017','Texas','Liver and Intrahepatic Bile Duct','11.9','11.5','12.3','3572','28322717'
'2017','Pennsylvania','Liver and Intrahepatic Bile Duct','8.6','8.2','9.1','1551','12790447'
'2017','South Carolina','Liver and Intrahepatic Bile Duct','8.3','7.6','9','559','5021219'
'2017','Oklahoma','Liver and Intrahepatic Bile Duct','8.3','7.5','9.2','413','3932640'
'2017','Oregon','Liver and Intrahepatic Bile Duct','9.1','8.3','9.9','517','4146592'
'2017','New York','Liver and Intrahepatic Bile Duct','9','8.7','9.4','2268','19590719'
'2017','North Carolina','Liver and Intrahepatic Bile Duct','8.6','8.1','9.1','1126','10270800'
'2017','New Mexico','Liver and Intrahepatic Bile Duct','8.9','7.8','10.2','243','2093395'
'2017','Missouri','Liver and Intrahepatic Bile Duct','7.9','7.3','8.6','641','6108612'
'2017','Mississippi','Liver and Intrahepatic Bile Duct','9.6','8.7','10.7','364','2989663'
'2017','Minnesota','Liver and Intrahepatic Bile Duct','7.9','7.2','8.6','538','5568155'
'2017','Maryland','Liver and Intrahepatic Bile Duct','8.4','7.7','9.1','641','6024891'
'2017','Massachusetts','Liver and Intrahepatic Bile Duct','8.1','7.5','8.7','714','6863246'
'2017','Kentucky','Liver and Intrahepatic Bile Duct','8.1','7.3','8.9','462','4453874'
'2017','Louisiana','Liver and Intrahepatic Bile Duct','9.7','8.9','10.5','584','4670818'
'2017','Hawaii','Liver and Intrahepatic Bile Duct','10.2','8.8','11.9','195','1424203'
'2017','District of Columbia','Liver and Intrahepatic Bile Duct','10.4','8.2','13.2','75','695691'
'2017','Georgia','Liver and Intrahepatic Bile Duct','8','7.5','8.5','961','10413055'
'2017','Delaware','Liver and Intrahepatic Bile Duct','8.4','6.9','10.1','115','957078'
'2017','Vermont','Liver and Intrahepatic Bile Duct','5.8','4.3','7.8','52','624525'
'2017','Utah','Liver and Intrahepatic Bile Duct','5.5','4.7','6.5','156','3103118'
'2017','North Dakota','Liver and Intrahepatic Bile Duct','5.6','4.1','7.5','50','755176'
'2017','New Hampshire','Liver and Intrahepatic Bile Duct','5.6','4.6','6.9','105','1349767'
'2017','Nebraska','Liver and Intrahepatic Bile Duct','5.8','4.8','6.8','142','1917575'
'2017','Maine','Liver and Intrahepatic Bile Duct','5.6','4.6','6.7','116','1335063'
'2017','Wisconsin','Liver and Intrahepatic Bile Duct','6.5','5.9','7.1','496','5792051'
'2017','South Dakota','Liver and Intrahepatic Bile Duct','6.4','4.9','8.2','68','873286'
'2017','Wyoming','Liver and Intrahepatic Bile Duct','6.7','4.9','9','50','578934'
'2017','Indiana','Liver and Intrahepatic Bile Duct','6.8','6.2','7.4','569','6660082'
'2017','Arizona','Liver and Intrahepatic Bile Duct','7.6','7','8.2','692','7048876'
'2017','Virginia','Liver and Intrahepatic Bile Duct','7.1','6.6','7.7','761','8465207'
'2017','Rhode Island','Liver and Intrahepatic Bile Duct','7.6','6.2','9.3','106','1056486'
'2017','Ohio','Liver and Intrahepatic Bile Duct','7.2','6.8','7.6','1122','11664129'
'2017','New Jersey','Liver and Intrahepatic Bile Duct','7.7','7.2','8.3','888','8888543'
'2017','Montana','Liver and Intrahepatic Bile Duct','7','5.7','8.6','102','1053090'
'2017','Nevada','Liver and Intrahepatic Bile Duct','7.3','6.4','8.2','268','2972405'
'2017','Michigan','Liver and Intrahepatic Bile Duct','7.1','6.6','7.6','969','9976447'
'2017','Kansas','Liver and Intrahepatic Bile Duct','7.3','6.5','8.3','268','2910689'
'2017','Iowa','Liver and Intrahepatic Bile Duct','7.3','6.4','8.2','293','3143637'
'2017','Illinois','Liver and Intrahepatic Bile Duct','7.6','7.2','8','1207','12786196'
'2017','Idaho','Liver and Intrahepatic Bile Duct','7.1','6','8.3','149','1718904'
'2017','Florida','Liver and Intrahepatic Bile Duct','7.4','7.1','7.7','2304','20976812'
'2017','Colorado','Liver and Intrahepatic Bile Duct','7.3','6.7','8','484','5615902'
'2017','Connecticut','Liver and Intrahepatic Bile Duct','7.7','6.9','8.5','372','3573880'
'2017','Arkansas','Liver and Intrahepatic Bile Duct','7.9','7','8.8','310','3002997'
'2017','Alaska','Liver and Intrahepatic Bile Duct','9.1','7','11.6','72','739786'
'2017','Alabama','Liver and Intrahepatic Bile Duct','7.9','7.2','8.6','510','4875120'
'2017','California','Liver and Intrahepatic Bile Duct','9.3','9','9.6','4229','39399349'
'2017','West Virginia','Liver and Intrahepatic Bile Duct','8.1','7.1','9.3','220','1817048'
'2017','Washington','Liver and Intrahepatic Bile Duct','8.8','8.2','9.4','822','7425432'
'2017','Tennessee','Liver and Intrahepatic Bile Duct','8.7','8.1','9.4','754','6708794'
